source_file_id,file_path,speaker_id,label,attack_id,dataset,split
ITW_15,data/raw/in_the_wild/release_in_the_wild/15.wav,Bernie_Sanders,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_16,data/raw/in_the_wild/release_in_the_wild/16.wav,Winston_Churchill,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_17,data/raw/in_the_wild/release_in_the_wild/17.wav,Winston_Churchill,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_18,data/raw/in_the_wild/release_in_the_wild/18.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
ITW_19,data/raw/in_the_wild/release_in_the_wild/19.wav,Bob_Ross,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_20,data/raw/in_the_wild/release_in_the_wild/20.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
ITW_21,data/raw/in_the_wild/release_in_the_wild/21.wav,Richard_Nixon,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_22,data/raw/in_the_wild/release_in_the_wild/22.wav,2Pac,0,-,In-the-Wild,eval_eksternal
ITW_23,data/raw/in_the_wild/release_in_the_wild/23.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
ITW_24,data/raw/in_the_wild/release_in_the_wild/24.wav,Ronald_Reagan,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_25,data/raw/in_the_wild/release_in_the_wild/25.wav,Ayn_Rand,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_26,data/raw/in_the_wild/release_in_the_wild/26.wav,JFK,0,-,In-the-Wild,eval_eksternal
ITW_27,data/raw/in_the_wild/release_in_the_wild/27.wav,Arnold_Schwarzenegger,0,-,In-the-Wild,eval_eksternal
ITW_28,data/raw/in_the_wild/release_in_the_wild/28.wav,Nick_Offerman,0,-,In-the-Wild,eval_eksternal
ITW_29,data/raw/in_the_wild/release_in_the_wild/29.wav,Bill_Clinton,0,-,In-the-Wild,eval_eksternal
ITW_30,data/raw/in_the_wild/release_in_the_wild/30.wav,Martin_Luther_King,0,-,In-the-Wild,eval_eksternal
ITW_31,data/raw/in_the_wild/release_in_the_wild/31.wav,Bill_Burr,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_32,data/raw/in_the_wild/release_in_the_wild/32.wav,Ronald_Reagan,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_33,data/raw/in_the_wild/release_in_the_wild/33.wav,Bill_Clinton,0,-,In-the-Wild,eval_eksternal
ITW_34,data/raw/in_the_wild/release_in_the_wild/34.wav,Alec_Guinness,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_35,data/raw/in_the_wild/release_in_the_wild/35.wav,Ayn_Rand,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_36,data/raw/in_the_wild/release_in_the_wild/36.wav,Christopher_Hitchens,0,-,In-the-Wild,eval_eksternal
ITW_37,data/raw/in_the_wild/release_in_the_wild/37.wav,Ronald_Reagan,0,-,In-the-Wild,eval_eksternal
ITW_38,data/raw/in_the_wild/release_in_the_wild/38.wav,Barack_Obama,0,-,In-the-Wild,eval_eksternal
ITW_39,data/raw/in_the_wild/release_in_the_wild/39.wav,Christopher_Hitchens,0,-,In-the-Wild,eval_eksternal
ITW_40,data/raw/in_the_wild/release_in_the_wild/40.wav,Christopher_Hitchens,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_41,data/raw/in_the_wild/release_in_the_wild/41.wav,Donald_Trump,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_42,data/raw/in_the_wild/release_in_the_wild/42.wav,Bernie_Sanders,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_43,data/raw/in_the_wild/release_in_the_wild/43.wav,Ayn_Rand,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_44,data/raw/in_the_wild/release_in_the_wild/44.wav,Bernie_Sanders,0,-,In-the-Wild,eval_eksternal
ITW_45,data/raw/in_the_wild/release_in_the_wild/45.wav,Mark_Zuckerberg,0,-,In-the-Wild,eval_eksternal
ITW_46,data/raw/in_the_wild/release_in_the_wild/46.wav,Alec_Guinness,0,-,In-the-Wild,eval_eksternal
ITW_47,data/raw/in_the_wild/release_in_the_wild/47.wav,Alec_Guinness,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_48,data/raw/in_the_wild/release_in_the_wild/48.wav,Richard_Nixon,0,-,In-the-Wild,eval_eksternal
ITW_49,data/raw/in_the_wild/release_in_the_wild/49.wav,Barack_Obama,0,-,In-the-Wild,eval_eksternal
ITW_50,data/raw/in_the_wild/release_in_the_wild/50.wav,George_W._Bush,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_51,data/raw/in_the_wild/release_in_the_wild/51.wav,Dave_Chappelle,0,-,In-the-Wild,eval_eksternal
ITW_52,data/raw/in_the_wild/release_in_the_wild/52.wav,Bernie_Sanders,0,-,In-the-Wild,eval_eksternal
ITW_53,data/raw/in_the_wild/release_in_the_wild/53.wav,Boris_Johnson,0,-,In-the-Wild,eval_eksternal
ITW_54,data/raw/in_the_wild/release_in_the_wild/54.wav,Martin_Luther_King,0,-,In-the-Wild,eval_eksternal
ITW_55,data/raw/in_the_wild/release_in_the_wild/55.wav,Bill_Clinton,0,-,In-the-Wild,eval_eksternal
ITW_56,data/raw/in_the_wild/release_in_the_wild/56.wav,JFK,0,-,In-the-Wild,eval_eksternal
ITW_57,data/raw/in_the_wild/release_in_the_wild/57.wav,Alan_Watts,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_58,data/raw/in_the_wild/release_in_the_wild/58.wav,Mark_Zuckerberg,0,-,In-the-Wild,eval_eksternal
ITW_59,data/raw/in_the_wild/release_in_the_wild/59.wav,Louis_C.K.,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_60,data/raw/in_the_wild/release_in_the_wild/60.wav,The_Notorious_B.I.G.,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_61,data/raw/in_the_wild/release_in_the_wild/61.wav,Alec_Guinness,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_62,data/raw/in_the_wild/release_in_the_wild/62.wav,Ronald_Reagan,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_63,data/raw/in_the_wild/release_in_the_wild/63.wav,Ayn_Rand,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_64,data/raw/in_the_wild/release_in_the_wild/64.wav,Ayn_Rand,0,-,In-the-Wild,eval_eksternal
ITW_65,data/raw/in_the_wild/release_in_the_wild/65.wav,Mark_Zuckerberg,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_66,data/raw/in_the_wild/release_in_the_wild/66.wav,Barack_Obama,0,-,In-the-Wild,eval_eksternal
ITW_67,data/raw/in_the_wild/release_in_the_wild/67.wav,Bernie_Sanders,0,-,In-the-Wild,eval_eksternal
ITW_68,data/raw/in_the_wild/release_in_the_wild/68.wav,Bernie_Sanders,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_69,data/raw/in_the_wild/release_in_the_wild/69.wav,Bernie_Sanders,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_70,data/raw/in_the_wild/release_in_the_wild/70.wav,Alan_Watts,0,-,In-the-Wild,eval_eksternal
ITW_71,data/raw/in_the_wild/release_in_the_wild/71.wav,Jimmy_Carter,0,-,In-the-Wild,eval_eksternal
ITW_72,data/raw/in_the_wild/release_in_the_wild/72.wav,Barack_Obama,0,-,In-the-Wild,eval_eksternal
ITW_73,data/raw/in_the_wild/release_in_the_wild/73.wav,Bill_Clinton,0,-,In-the-Wild,eval_eksternal
ITW_74,data/raw/in_the_wild/release_in_the_wild/74.wav,Christopher_Hitchens,0,-,In-the-Wild,eval_eksternal
ITW_75,data/raw/in_the_wild/release_in_the_wild/75.wav,Winston_Churchill,0,-,In-the-Wild,eval_eksternal
ITW_76,data/raw/in_the_wild/release_in_the_wild/76.wav,Bill_Clinton,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_77,data/raw/in_the_wild/release_in_the_wild/77.wav,Alec_Guinness,0,-,In-the-Wild,eval_eksternal
ITW_78,data/raw/in_the_wild/release_in_the_wild/78.wav,Dwight_Eisenhower,0,-,In-the-Wild,eval_eksternal
ITW_79,data/raw/in_the_wild/release_in_the_wild/79.wav,2Pac,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_80,data/raw/in_the_wild/release_in_the_wild/80.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
ITW_81,data/raw/in_the_wild/release_in_the_wild/81.wav,Bernie_Sanders,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_82,data/raw/in_the_wild/release_in_the_wild/82.wav,Alec_Guinness,0,-,In-the-Wild,eval_eksternal
ITW_83,data/raw/in_the_wild/release_in_the_wild/83.wav,Bill_Clinton,0,-,In-the-Wild,eval_eksternal
ITW_84,data/raw/in_the_wild/release_in_the_wild/84.wav,Bernie_Sanders,0,-,In-the-Wild,eval_eksternal
ITW_85,data/raw/in_the_wild/release_in_the_wild/85.wav,Bernie_Sanders,0,-,In-the-Wild,eval_eksternal
ITW_86,data/raw/in_the_wild/release_in_the_wild/86.wav,Alec_Guinness,0,-,In-the-Wild,eval_eksternal
ITW_87,data/raw/in_the_wild/release_in_the_wild/87.wav,Alec_Guinness,0,-,In-the-Wild,eval_eksternal
ITW_88,data/raw/in_the_wild/release_in_the_wild/88.wav,Ronald_Reagan,0,-,In-the-Wild,eval_eksternal
ITW_89,data/raw/in_the_wild/release_in_the_wild/89.wav,Barack_Obama,0,-,In-the-Wild,eval_eksternal
ITW_90,data/raw/in_the_wild/release_in_the_wild/90.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
ITW_91,data/raw/in_the_wild/release_in_the_wild/91.wav,Bill_Clinton,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_92,data/raw/in_the_wild/release_in_the_wild/92.wav,Mitch_Hedberg,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_93,data/raw/in_the_wild/release_in_the_wild/93.wav,Ayn_Rand,0,-,In-the-Wild,eval_eksternal
ITW_94,data/raw/in_the_wild/release_in_the_wild/94.wav,Barack_Obama,0,-,In-the-Wild,eval_eksternal
ITW_95,data/raw/in_the_wild/release_in_the_wild/95.wav,Bill_Clinton,0,-,In-the-Wild,eval_eksternal
ITW_96,data/raw/in_the_wild/release_in_the_wild/96.wav,Alec_Guinness,0,-,In-the-Wild,eval_eksternal
ITW_97,data/raw/in_the_wild/release_in_the_wild/97.wav,Barack_Obama,0,-,In-the-Wild,eval_eksternal
ITW_98,data/raw/in_the_wild/release_in_the_wild/98.wav,Bernie_Sanders,0,-,In-the-Wild,eval_eksternal
ITW_99,data/raw/in_the_wild/release_in_the_wild/99.wav,Bill_Burr,0,-,In-the-Wild,eval_eksternal
ITW_100,data/raw/in_the_wild/release_in_the_wild/100.wav,Alexandria_Ocasio-Cortez,0,-,In-the-Wild,eval_eksternal
ITW_101,data/raw/in_the_wild/release_in_the_wild/101.wav,Christopher_Hitchens,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_102,data/raw/in_the_wild/release_in_the_wild/102.wav,Milton_Friedman,0,-,In-the-Wild,eval_eksternal
ITW_103,data/raw/in_the_wild/release_in_the_wild/103.wav,Bernie_Sanders,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_104,data/raw/in_the_wild/release_in_the_wild/104.wav,Bernie_Sanders,0,-,In-the-Wild,eval_eksternal
ITW_105,data/raw/in_the_wild/release_in_the_wild/105.wav,Christopher_Hitchens,0,-,In-the-Wild,eval_eksternal
ITW_106,data/raw/in_the_wild/release_in_the_wild/106.wav,FDR,0,-,In-the-Wild,eval_eksternal
ITW_107,data/raw/in_the_wild/release_in_the_wild/107.wav,Alec_Guinness,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_108,data/raw/in_the_wild/release_in_the_wild/108.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
ITW_109,data/raw/in_the_wild/release_in_the_wild/109.wav,Arnold_Schwarzenegger,0,-,In-the-Wild,eval_eksternal
ITW_110,data/raw/in_the_wild/release_in_the_wild/110.wav,Milton_Friedman,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_111,data/raw/in_the_wild/release_in_the_wild/111.wav,Barack_Obama,0,-,In-the-Wild,eval_eksternal
ITW_112,data/raw/in_the_wild/release_in_the_wild/112.wav,Barack_Obama,0,-,In-the-Wild,eval_eksternal
ITW_113,data/raw/in_the_wild/release_in_the_wild/113.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
ITW_114,data/raw/in_the_wild/release_in_the_wild/114.wav,Ayn_Rand,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_115,data/raw/in_the_wild/release_in_the_wild/115.wav,Bill_Clinton,0,-,In-the-Wild,eval_eksternal
ITW_116,data/raw/in_the_wild/release_in_the_wild/116.wav,FDR,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_117,data/raw/in_the_wild/release_in_the_wild/117.wav,Alan_Watts,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_118,data/raw/in_the_wild/release_in_the_wild/118.wav,Bernie_Sanders,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_119,data/raw/in_the_wild/release_in_the_wild/119.wav,Barack_Obama,0,-,In-the-Wild,eval_eksternal
ITW_120,data/raw/in_the_wild/release_in_the_wild/120.wav,Barack_Obama,0,-,In-the-Wild,eval_eksternal
ITW_121,data/raw/in_the_wild/release_in_the_wild/121.wav,Ayn_Rand,0,-,In-the-Wild,eval_eksternal
ITW_122,data/raw/in_the_wild/release_in_the_wild/122.wav,FDR,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_123,data/raw/in_the_wild/release_in_the_wild/123.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
ITW_124,data/raw/in_the_wild/release_in_the_wild/124.wav,Barack_Obama,0,-,In-the-Wild,eval_eksternal
ITW_125,data/raw/in_the_wild/release_in_the_wild/125.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
ITW_126,data/raw/in_the_wild/release_in_the_wild/126.wav,Mitch_Hedberg,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_127,data/raw/in_the_wild/release_in_the_wild/127.wav,George_W._Bush,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_128,data/raw/in_the_wild/release_in_the_wild/128.wav,Alan_Watts,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_129,data/raw/in_the_wild/release_in_the_wild/129.wav,Milton_Friedman,0,-,In-the-Wild,eval_eksternal
ITW_130,data/raw/in_the_wild/release_in_the_wild/130.wav,Bernie_Sanders,0,-,In-the-Wild,eval_eksternal
ITW_131,data/raw/in_the_wild/release_in_the_wild/131.wav,Bill_Clinton,0,-,In-the-Wild,eval_eksternal
ITW_132,data/raw/in_the_wild/release_in_the_wild/132.wav,JFK,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_133,data/raw/in_the_wild/release_in_the_wild/133.wav,Barack_Obama,0,-,In-the-Wild,eval_eksternal
ITW_134,data/raw/in_the_wild/release_in_the_wild/134.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
ITW_135,data/raw/in_the_wild/release_in_the_wild/135.wav,Bernie_Sanders,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_136,data/raw/in_the_wild/release_in_the_wild/136.wav,Alec_Guinness,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_137,data/raw/in_the_wild/release_in_the_wild/137.wav,Bill_Clinton,0,-,In-the-Wild,eval_eksternal
ITW_138,data/raw/in_the_wild/release_in_the_wild/138.wav,Donald_Trump,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_139,data/raw/in_the_wild/release_in_the_wild/139.wav,Bernie_Sanders,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_140,data/raw/in_the_wild/release_in_the_wild/140.wav,Alec_Guinness,0,-,In-the-Wild,eval_eksternal
ITW_141,data/raw/in_the_wild/release_in_the_wild/141.wav,Mark_Zuckerberg,0,-,In-the-Wild,eval_eksternal
ITW_142,data/raw/in_the_wild/release_in_the_wild/142.wav,Mark_Zuckerberg,0,-,In-the-Wild,eval_eksternal
ITW_143,data/raw/in_the_wild/release_in_the_wild/143.wav,Ayn_Rand,0,-,In-the-Wild,eval_eksternal
ITW_144,data/raw/in_the_wild/release_in_the_wild/144.wav,Queen_Elizabeth_II,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_145,data/raw/in_the_wild/release_in_the_wild/145.wav,Barack_Obama,0,-,In-the-Wild,eval_eksternal
ITW_146,data/raw/in_the_wild/release_in_the_wild/146.wav,The_Notorious_B.I.G.,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_147,data/raw/in_the_wild/release_in_the_wild/147.wav,Alec_Guinness,0,-,In-the-Wild,eval_eksternal
ITW_148,data/raw/in_the_wild/release_in_the_wild/148.wav,Jerry_Seinfeld,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_149,data/raw/in_the_wild/release_in_the_wild/149.wav,Martin_Luther_King,0,-,In-the-Wild,eval_eksternal
ITW_150,data/raw/in_the_wild/release_in_the_wild/150.wav,Queen_Elizabeth_II,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_151,data/raw/in_the_wild/release_in_the_wild/151.wav,Martin_Luther_King,0,-,In-the-Wild,eval_eksternal
ITW_152,data/raw/in_the_wild/release_in_the_wild/152.wav,Christopher_Hitchens,0,-,In-the-Wild,eval_eksternal
ITW_153,data/raw/in_the_wild/release_in_the_wild/153.wav,2Pac,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_154,data/raw/in_the_wild/release_in_the_wild/154.wav,Winston_Churchill,0,-,In-the-Wild,eval_eksternal
ITW_155,data/raw/in_the_wild/release_in_the_wild/155.wav,Alec_Guinness,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_156,data/raw/in_the_wild/release_in_the_wild/156.wav,Martin_Luther_King,0,-,In-the-Wild,eval_eksternal
ITW_157,data/raw/in_the_wild/release_in_the_wild/157.wav,Bill_Clinton,0,-,In-the-Wild,eval_eksternal
ITW_158,data/raw/in_the_wild/release_in_the_wild/158.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
ITW_159,data/raw/in_the_wild/release_in_the_wild/159.wav,Bernie_Sanders,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_160,data/raw/in_the_wild/release_in_the_wild/160.wav,Martin_Luther_King,0,-,In-the-Wild,eval_eksternal
ITW_161,data/raw/in_the_wild/release_in_the_wild/161.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
ITW_162,data/raw/in_the_wild/release_in_the_wild/162.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
ITW_163,data/raw/in_the_wild/release_in_the_wild/163.wav,Alec_Guinness,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_164,data/raw/in_the_wild/release_in_the_wild/164.wav,Barack_Obama,0,-,In-the-Wild,eval_eksternal
ITW_165,data/raw/in_the_wild/release_in_the_wild/165.wav,George_W._Bush,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_166,data/raw/in_the_wild/release_in_the_wild/166.wav,Alec_Guinness,0,-,In-the-Wild,eval_eksternal
ITW_167,data/raw/in_the_wild/release_in_the_wild/167.wav,Ayn_Rand,0,-,In-the-Wild,eval_eksternal
ITW_168,data/raw/in_the_wild/release_in_the_wild/168.wav,Alec_Guinness,0,-,In-the-Wild,eval_eksternal
ITW_169,data/raw/in_the_wild/release_in_the_wild/169.wav,Ayn_Rand,0,-,In-the-Wild,eval_eksternal
ITW_170,data/raw/in_the_wild/release_in_the_wild/170.wav,Tucker_Carlson,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_171,data/raw/in_the_wild/release_in_the_wild/171.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
ITW_172,data/raw/in_the_wild/release_in_the_wild/172.wav,Ayn_Rand,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_173,data/raw/in_the_wild/release_in_the_wild/173.wav,Christopher_Hitchens,0,-,In-the-Wild,eval_eksternal
ITW_174,data/raw/in_the_wild/release_in_the_wild/174.wav,Alec_Guinness,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_175,data/raw/in_the_wild/release_in_the_wild/175.wav,Nelson_Mandela,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_176,data/raw/in_the_wild/release_in_the_wild/176.wav,Barack_Obama,0,-,In-the-Wild,eval_eksternal
ITW_177,data/raw/in_the_wild/release_in_the_wild/177.wav,JFK,0,-,In-the-Wild,eval_eksternal
ITW_178,data/raw/in_the_wild/release_in_the_wild/178.wav,Ronald_Reagan,0,-,In-the-Wild,eval_eksternal
ITW_179,data/raw/in_the_wild/release_in_the_wild/179.wav,Ayn_Rand,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_180,data/raw/in_the_wild/release_in_the_wild/180.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
ITW_181,data/raw/in_the_wild/release_in_the_wild/181.wav,Christopher_Hitchens,0,-,In-the-Wild,eval_eksternal
ITW_182,data/raw/in_the_wild/release_in_the_wild/182.wav,Ayn_Rand,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_183,data/raw/in_the_wild/release_in_the_wild/183.wav,Bernie_Sanders,0,-,In-the-Wild,eval_eksternal
ITW_184,data/raw/in_the_wild/release_in_the_wild/184.wav,Barack_Obama,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_185,data/raw/in_the_wild/release_in_the_wild/185.wav,Winston_Churchill,0,-,In-the-Wild,eval_eksternal
ITW_186,data/raw/in_the_wild/release_in_the_wild/186.wav,Alec_Guinness,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_187,data/raw/in_the_wild/release_in_the_wild/187.wav,Bernie_Sanders,0,-,In-the-Wild,eval_eksternal
ITW_188,data/raw/in_the_wild/release_in_the_wild/188.wav,Milton_Friedman,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_189,data/raw/in_the_wild/release_in_the_wild/189.wav,Bernie_Sanders,0,-,In-the-Wild,eval_eksternal
ITW_190,data/raw/in_the_wild/release_in_the_wild/190.wav,Barack_Obama,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_191,data/raw/in_the_wild/release_in_the_wild/191.wav,Mark_Zuckerberg,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_192,data/raw/in_the_wild/release_in_the_wild/192.wav,Winston_Churchill,0,-,In-the-Wild,eval_eksternal
ITW_193,data/raw/in_the_wild/release_in_the_wild/193.wav,The_Notorious_B.I.G.,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_194,data/raw/in_the_wild/release_in_the_wild/194.wav,Bernie_Sanders,0,-,In-the-Wild,eval_eksternal
ITW_195,data/raw/in_the_wild/release_in_the_wild/195.wav,Barack_Obama,0,-,In-the-Wild,eval_eksternal
ITW_196,data/raw/in_the_wild/release_in_the_wild/196.wav,Bernie_Sanders,0,-,In-the-Wild,eval_eksternal
ITW_197,data/raw/in_the_wild/release_in_the_wild/197.wav,Barack_Obama,0,-,In-the-Wild,eval_eksternal
ITW_198,data/raw/in_the_wild/release_in_the_wild/198.wav,Bernie_Sanders,0,-,In-the-Wild,eval_eksternal
ITW_199,data/raw/in_the_wild/release_in_the_wild/199.wav,Barack_Obama,0,-,In-the-Wild,eval_eksternal
ITW_200,data/raw/in_the_wild/release_in_the_wild/200.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
ITW_201,data/raw/in_the_wild/release_in_the_wild/201.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
ITW_202,data/raw/in_the_wild/release_in_the_wild/202.wav,Ayn_Rand,0,-,In-the-Wild,eval_eksternal
ITW_203,data/raw/in_the_wild/release_in_the_wild/203.wav,Barack_Obama,0,-,In-the-Wild,eval_eksternal
ITW_204,data/raw/in_the_wild/release_in_the_wild/204.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
ITW_205,data/raw/in_the_wild/release_in_the_wild/205.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
ITW_206,data/raw/in_the_wild/release_in_the_wild/206.wav,Ayn_Rand,0,-,In-the-Wild,eval_eksternal
ITW_207,data/raw/in_the_wild/release_in_the_wild/207.wav,Jerry_Seinfeld,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_208,data/raw/in_the_wild/release_in_the_wild/208.wav,Bernie_Sanders,0,-,In-the-Wild,eval_eksternal
ITW_209,data/raw/in_the_wild/release_in_the_wild/209.wav,Nelson_Mandela,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_210,data/raw/in_the_wild/release_in_the_wild/210.wav,Alec_Guinness,0,-,In-the-Wild,eval_eksternal
ITW_211,data/raw/in_the_wild/release_in_the_wild/211.wav,Ronald_Reagan,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_212,data/raw/in_the_wild/release_in_the_wild/212.wav,Ronald_Reagan,0,-,In-the-Wild,eval_eksternal
ITW_213,data/raw/in_the_wild/release_in_the_wild/213.wav,FDR,0,-,In-the-Wild,eval_eksternal
ITW_214,data/raw/in_the_wild/release_in_the_wild/214.wav,George_W._Bush,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_215,data/raw/in_the_wild/release_in_the_wild/215.wav,Alec_Guinness,1,ITW_spoof,In-the-Wild,eval_eksternal
ITW_216,data/raw/in_the_wild/release_in_the_wild/216.wav,Mark_Zuckerberg,0,-,In-the-Wild,eval_eksternal
ITW_217,data/raw/in_the_wild/release_in_the_wild/217.wav,Richard_Nixon,0,-,In-the-Wild,eval_eksternal
ITW_218,data/raw/in_the_wild/release_in_the_wild/218.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
ITW_219,data/raw/in_the_wild/release_in_the_wild/219.wav,Donald_Trump,0,-,In-the-Wild,eval_eksternal
